CHROM,START,END,Li_Mu_fst_wc,Li_Fa_fst_wc,Li_Ga_fst_wc,Mu_Fa_fst_wc,Mu_Ga_fst_wc,Fa_Ga_fst_wc,Li_Mu_fst_hudson,Li_Fa_fst_hudson,Li_Ga_fst_hudson,Mu_Fa_fst_hudson,Mu_Ga_fst_hudson,Fa_Ga_fst_hudson,f3_Li_Mu_Fa_snp,f3_Li_Mu_Ga_snp,f3_Li_Fa_Ga_snp,f3_Mu_Li_Fa_snp,f3_Mu_Li_Ga_snp,f3_Mu_Fa_Ga_snp,f3_Fa_Li_Mu_snp,f3_Fa_Li_Ga_snp,f3_Fa_Mu_Ga_snp,f3_Ga_Li_Mu_snp,f3_Ga_Li_Fa_snp,f3_Ga_Mu_Fa_snp
80,1001,51000,-0.00408328263663965,0.5534573992023488,0.5447120548991071,0.5585399676666085,0.5477557056838034,0.03021180062331723,-8.45781007801784e-06,0.5541314194417618,0.5467496136247395,0.56017010495838,0.5510913147480907,0.03606411398040969,-0.007032255605988748,-0.003315535871553411,1.066997493394755,0.007194976318665758,0.003387746427559407,1.1035724405942589,1.4534160716160842,0.026456998844901738,0.03139504357870409,1.3706541106203538,0.011297932142140105,0.006577494479020259
82,1001,51000,,0.16666666666666674,0.78125,0.16666666666666674,0.78125,0.3145161290322579,,0.22222222222222218,0.7777777777777778,0.22222222222222218,0.7777777777777778,0.33691756272401435,,,inf,,,inf,0.14285714285714285,-0.37142857142857144,-0.37142857142857144,1.7500000000000002,1.075,1.075
83,1001,51000,-0.013020920111698394,0.4050423630278461,0.43875876455085944,0.40143782276837364,0.43526903510438725,-0.01350597554661095,-0.015882013425681733,0.4035533409440171,0.43852397566974877,0.4009130626772043,0.43593447342418185,-0.01156680517228631,-0.008170473548695411,-0.008588544846441816,0.6920884983940813,-0.007471189805099436,-0.00706251155489101,0.6774633405879198,0.7073515586343462,-0.03855517070757064,-0.039000494804552345,0.8662333887043234,0.031029900332226138,0.03152823920265805
85,1001,51000,0.011035001110333025,0.37486925557167755,0.36655042756603035,0.30335721190528636,0.29720981774164734,-0.0016493689078673239,0.0008772768932787982,0.36502091671965836,0.3603909113482708,0.29621151272364565,0.29280314659442347,-0.011884525529102243,0.06022151321654808,0.05822470301844448,0.5433675204645244,-0.05257059866746108,-0.05080008187212587,0.37759222163477785,0.5436431404230379,-0.0011908783783783862,-0.0034426410105758273,0.5270730778481584,-0.010424557043213378,-0.008212258478313167
87,1001,51000,0.0061420834720207805,0.35576032281545694,0.3711182481981721,0.3656686649254159,0.3709823233906697,0.01898167861892776,0.005769005212026284,0.3541551914330199,0.36806236465272063,0.36841637035116404,0.3724406120120617,0.019794924447626754,-0.009240233774223382,0.0014826207320824336,0.4912119347893006,0.015332747434693903,0.004353746801803313,0.516760650407485,0.6401239144249138,-0.0060461237026054005,0.007798930311374742,0.6745168178770657,0.026637897290614793,0.012452282495378497
88,1001,51000,-0.0012238706438206914,0.35246561869655746,0.3322146305350361,0.35017798613427303,0.33078484191024277,-0.006495521400053813,-0.0060252624029089406,0.35082056119520116,0.3299417265524235,0.3471860581554924,0.3277845183010302,-0.009851022937581265,-0.0028996442815565652,-0.0038239732672200374,0.4995674787107956,-0.003086821957973637,-0.0021888744095129656,0.4859372454797259,0.578194772742626,0.011537279665023392,0.010494867292496875,0.5090606033896637,-0.020160259638872937,-0.019188502606462123
92,1001,51000,-0.003127309991348554,0.4809876159370514,0.47593667626164676,0.49549983891216853,0.49090510551146077,0.011386319019126175,-0.005323896193736337,0.4782769443402888,0.47591198731074663,0.4946565131895162,0.49295806845378665,0.011735483559799942,-0.012531451711834566,-0.01356740062694628,0.8270450790469037,0.008036744684753402,0.009156649877964568,0.9167748762009655,1.029893835236733,0.010888125069298241,0.009630779465572777,1.0219933092184212,0.000983089964937205,0.0022413563534685686
93,1001,51000,0.008464326511133468,0.6913498919206225,0.6983972776567344,0.6968584684782918,0.7030667526439821,0.020461555573423204,0.00837944186773305,0.6914724918116142,0.6981620959149016,0.697875025753444,0.7038785584381813,0.02322224978235606,0.006968348027171538,0.011047550224020793,2.1838843763549587,0.001297719813439293,-0.002899896355156305,2.3200984626014773,2.294877226563924,-0.0005839967813121089,0.003640531083502989,2.414314731461698,0.024893194995422554,0.020487488556606603
94,1001,51000,-0.009201158776014183,0.7029471272183245,0.7155325052105762,0.696922741702963,0.7097224075861448,-0.0041542175288019675,-0.00752320749079039,0.7050642071220963,0.7157612450379114,0.6975738977341454,0.7086384439977214,-0.00017880012640754132,0.02671499633671387,0.026125014460340136,2.2020822889754337,-0.03377851703276088,-0.03319635373350938,2.113342465306653,2.6196072111995115,-0.03186222177459957,-0.03258132742471536,2.8611544160278233,0.03378212974296199,0.03454873413644267
95,1001,51000,0.03755855614204864,0.5687506457101815,0.5577767086732253,0.5910193577609988,0.580675363151256,0.009135761489483666,0.03219286890046938,0.5683451847868676,0.5576040847048847,0.5882882009521896,0.578303131316847,0.01671914947830958,-0.011508422411225565,-0.011805026971572386,1.3364947711553217,0.04753009515207267,0.04785576908102786,1.5279729182564419,1.2600843905153172,0.02770133529834027,0.027434880846708698,1.212976884256073,-0.010898119498933703,-0.010628886418937304
