SPECIES,ID,STATUS,CHROM,START,END,STRAND,SCORE,LENGTH,NVARIANTS,NMISSING,NCALL,NHOM,NHOM_REF,NHET,QUAL,DP,FST_HUDSON_LI_MU,FST_HUDSON_SE_LI_MU,FST_HUDSON_LI_FA,FST_HUDSON_SE_LI_FA,FST_HUDSON_LI_GA,FST_HUDSON_SE_LI_GA,FST_HUDSON_MU_FA,FST_HUDSON_SE_MU_FA,FST_HUDSON_MU_GA,FST_HUDSON_SE_MU_GA,FST_HUDSON_FA_GA,FST_HUDSON_SE_FA_GA,FST_WEIRANDCOCKERHAM_LI_MU,FST_WEIRANDCOCKERHAM_SE_LI_MU,FST_WEIRANDCOCKERHAM_LI_FA,FST_WEIRANDCOCKERHAM_SE_LI_FA,FST_WEIRANDCOCKERHAM_LI_GA,FST_WEIRANDCOCKERHAM_SE_LI_GA,FST_WEIRANDCOCKERHAM_MU_FA,FST_WEIRANDCOCKERHAM_SE_MU_FA,FST_WEIRANDCOCKERHAM_MU_GA,FST_WEIRANDCOCKERHAM_SE_MU_GA,FST_WEIRANDCOCKERHAM_FA_GA,FST_WEIRANDCOCKERHAM_SE_FA_GA,F3_LI_MU_FA,F3_SE_LI_MU_FA,F3_Z_LI_MU_GA,F3_LI_MU_GA,F3_SE_LI_MU_GA,F3_LI_FA_GA,F3_SE_LI_FA_GA,F3_Z_LI_FA_GA,F3_MU_LI_GA,F3_SE_MU_LI_GA,F3_Z_MU_LI_GA,F3_MU_LI_FA,F3_SE_MU_LI_FA,F3_Z_MU_LI_FA,F3_MU_FA_GA,F3_SE_MU_FA_GA,F3_Z_MU_FA_GA,F3_FA_LI_MU,F3_SE_FA_LI_MU,F3_Z_FA_LI_MU,F3_FA_LI_GA,F3_SE_FA_LI_GA,F3_Z_FA_LI_GA,F3_FA_MU_GA,F3_SE_FA_MU_GA,F3_Z_FA_MU_GA,F3_GA_LI_MU,F3_SE_GA_LI_MU,F3_Z_GA_LI_MU,F3_GA_LI_FA,F3_SE_GA_LI_FA,F3_Z_GA_LI_FA,F3_GA_MU_FA,F3_SE_GA_MU_FA,F3_Z_GA_MU_FA
Aboye,64at7898,Complete,281256,22,38359,+,6900.3,3733,1536,297,30423,28525,22348,1898,2885.0188,-1.0,0.5053226005695406,0.003937350649651543,0.1671989976730458,0.006546224776447316,0.5133824701201045,0.003986426043383216,0.696110947801785,0.008803352912464509,0.25825849647602955,0.011970272677782154,0.694715124091359,0.00894932927288634,0.45600870203236155,0.0034873510251463855,0.08600808802940083,0.007125433926819445,0.4632271058721759,0.003825093144650655,0.6801750587091653,0.00927628848631791,0.26933511705095936,0.012039345913645598,0.6778611145356845,0.009457167230738587,-0.21154756140779973,0.009111427828756069,89.46410549276533,0.5577410515071802,0.006234243872837726,-0.1981304376038854,0.009220063621954225,-21.489053191792507,0.10810672066393824,0.025232415298847254,4.284438068395185,6.706380566686155,0.6318514239182389,10.613856854351184,0.22779956364880857,0.04184226181561306,5.444245931366149,0.43772517714205417,0.024006792275636644,18.23338878915034,0.42319709654579757,0.02352669833523436,17.987950987240893,1.2562330762453995,0.05482074449531062,22.91528668226784,0.24580595164290134,0.02967944680314183,8.28202605234814,7.264407160570364,0.682125254246593,10.64966751391414,0.09783168009919405,0.04013620099313865,2.4374922807447206
Aboye,131at7898,Complete,277547,139,43569,-,5370.3,2740,1682,887,32753,31696,24569,1057,2767.8228,-1.0,0.5484784761949739,0.0041063076517700026,0.1803194075002314,0.008391041200053653,0.4976012818890718,0.004675805074751158,0.7368122237038733,0.008062862662654931,0.6937687855382217,0.013594027269200106,0.6996205237894209,0.008258070754710514,0.5080143628466117,0.00439949792571803,0.08977581777144966,0.009452854234694245,0.44417365371041195,0.005103862124228959,0.7137079952859885,0.008785212551968917,0.6839160729803514,0.013872675419720084,0.6668051932079319,0.009151509178591035,-0.23921615118151163,0.008000144415701729,60.42385700539457,0.4970487563702746,0.008226034897538877,-0.2213677351930732,0.008014621331520812,-27.62048586406111,6.701286764705882,1.5115318160368274,4.433440760960211,46.485546875,9.837551440910758,4.725316777677391,6.541299019607844,1.5273900912539307,4.28266430237064,0.49368813705345954,0.025399463365269343,19.436951480184327,0.4739247186831583,0.024699612801503228,19.187536359044262,1.2943827874274667,0.05448927294088234,23.754818472835854,0.4834821747517324,0.04210465921497107,11.482866356505781,5.093138708294633,0.3568177821944776,14.273780518928014,0.32082589126241334,0.050979927485594566,6.293180612174651
Aboye,301at7898,Fragmented,267146,2051,11713,-,6421.9,2971,178,1,3559,3460,2795,99,2462.476,-1.0,0.5214600882470918,0.014740290925102668,0.17815644776429093,0.017163980045081528,0.5117599351175994,0.014774566816102473,0.6937563624024432,0.02663914365625186,0.29861111111111105,0.10838531534326151,0.6908532217320816,0.02672519935270979,0.47608303249097467,0.015610328426199528,0.0897684298986881,0.01961072323050655,0.46624087591240876,0.015162795528316852,0.6603869653767821,0.02962808955321323,0.32031249999999994,0.10730199884851997,0.6577138492871689,0.02965604347000003,-0.18249128919860624,0.02733080477311488,17.21239570769082,0.5485627177700347,0.03187021301891907,-0.18837108013937282,0.026927645787976483,-6.995452986219938,0.45,0.28526055123357763,1.5775051897432888,19.1,10.17282489684922,1.8775512400607381,0.3,0.23035764693556549,1.3023227315909964,0.4077809798270894,0.058141174468453245,7.013635062503713,0.4138328530259366,0.05865562499116392,7.055296965777413,1.1662824207492797,0.14753451937548936,7.905149423240944,0.022321428571428548,0.19492386639455475,0.1145135738598919,15.129464285714285,8.627780233336678,1.753575528877741,0.14285714285714285,0.259055045188942,0.5514547796316798
Aboye,394at7898,Fragmented,290306,22356,42110,-,341.2,193,1034,477,20203,18621,15184,1582,2288.32,-1.0,0.4603679929069325,0.008108143073812187,0.22462968229448735,0.012657833624328063,0.44137699439544914,0.007920601609401286,0.6338969287142907,0.012545614214093018,0.31701179880678226,0.02568407804915128,0.6229811772843109,0.012669511931954263,0.42366032978254625,0.008007193797104928,0.1533270808128259,0.013851020901280668,0.40712139909350714,0.007134282034200208,0.6100255402514917,0.013267758742502505,0.3299325071361031,0.025467110070905397,0.5994657983940522,0.013319017438891996,-0.10760048566721775,0.012605278690832939,36.99681503852339,0.4470320664138131,0.012082987844989778,-0.10704040645159389,0.01227507652387849,-8.72014168248728,0.3197480283487325,0.060596205758267,5.27670048557636,3.2026757575291716,0.31750299657743014,10.087072538063836,0.31739665165188247,0.0680198277296401,4.666237217086845,0.3993548203217348,0.029815755377876917,13.39408696041467,0.3987846440936283,0.029674082005114823,13.438819911089116,0.9624169711806743,0.055153933341444486,17.449652506605226,0.1541921606118547,0.033552029979363275,4.595613460845532,2.721328871892925,0.257475403131478,10.56927706023747,0.15551625239005737,0.04535431022623014,3.428918918936978
Aboye,408at7898,Fragmented,272179,5602,27249,+,1192.3,640,871,324,17096,16318,12896,778,2714.6057,-1.0,0.4285059840806275,0.005973059771589444,0.18701794072351954,0.013423099440588882,0.5108168123885984,0.00495762628593516,0.6419762960186518,0.010795353543407885,0.05979091892030223,0.021465537819356915,0.7096124807357026,0.011854419628070486,0.37497411879883896,0.0059645590174270255,0.0946431147771453,0.01465740422930919,0.45730039294311114,0.005011289100408221,0.6088716629042222,0.011905165998028223,0.048122191525746316,0.023099169590820316,0.6822909941730111,0.013052734533094015,-0.20310473191382872,0.010563191690671903,69.31634099932856,0.5254202206419053,0.007580033987180525,-0.2361368897416112,0.011633996254267266,-20.297143353041555,-0.10875661730215105,0.011631360950481215,-9.350291661067534,2.232160088454064,0.12745462253772338,17.513370986551706,-0.21489646853849761,0.015132849692081585,-14.200661006429234,0.4514170568733966,0.0348490050423398,12.953513488403685,0.4863465623828461,0.03730692128278515,13.036362842603824,1.2567175589353052,0.07415078025976657,16.948136682213537,0.4798076923076923,0.07136046009868138,6.723719152653814,8.293156843156844,1.1490088857667253,7.217661191212529,0.8148851148851148,0.11971197074281366,6.807047865211363
Aboye,594at7898,Complete,282337,13604,51289,+,4502.0,2767,2041,1133,39687,36956,30215,2731,2250.1575,-1.0,0.45095495345464803,0.006237819430458112,0.14180495604841717,0.008223459411085488,0.4323046253896429,0.00701009591603345,0.6304563223703228,0.00958901067826292,0.387490433466498,0.02022682843750041,0.5816699243250255,0.009025692863099406,0.40936404993643444,0.006205079762215125,0.056927740177827764,0.009049018726197115,0.3819336222089191,0.007768791304733716,0.6070111826001015,0.010230191899059417,0.3826504350572814,0.0205607575857207,0.5514604578074598,0.00984887815677895,-0.19233262250578767,0.008021551278623406,39.21628181571823,0.4155858126171315,0.010597277288296134,-0.1356184888656157,0.007771301375513639,-17.451194119550163,0.3725116907788982,0.04221715819063632,8.82370360166783,2.9540212626041207,0.20421563596060513,14.465206097999154,0.60826684202835,0.06211074468366355,9.793262745863313,0.35515626337138656,0.01985862898020841,17.884228751407957,0.2977666147500299,0.017944483813764605,16.593768750351195,0.8981585568316018,0.039874010921629524,22.524911240980746,0.2790934519287073,0.036602097071600115,7.6250672572872435,1.813829298154771,0.07413112551615916,24.467850521969897,0.11624266239516846,0.03719558968117066,3.1251732635929526
Aboye,707at7898,Complete,290196,7436,51679,+,3764.9,2748,2245,1570,43330,39862,33461,3468,1899.5334,-1.0,0.4381509520715785,0.008024426245257767,0.1739517833776792,0.008620637615207264,0.4042759270361106,0.007897892093149343,0.6240899370716425,0.009244856211055946,0.2300730333822853,0.021052848603866844,0.6070307568458118,0.009294587827232484,0.4086527032137729,0.007949438762603993,0.0846443628475562,0.009502479660263961,0.3697798674387302,0.007755285538774877,0.6008877428032734,0.009700956928228885,0.24050733071592273,0.020752706603702584,0.5789484017060991,0.009805220558513099,-0.15679789810988057,0.008846980473906856,34.22764611003049,0.422637826699511,0.012347849610834209,-0.1658990955077078,0.008378408422215902,-19.800788783203192,0.2501553028170336,0.03305354258425081,7.568184323341678,2.693841688093137,0.17916120551564993,15.035853773923323,0.18109747324037057,0.034212264864738835,5.293349445187426,0.3705836376238039,0.01965883856466309,18.850739142338288,0.37990651506650386,0.019901121702663886,19.08970362286921,0.9731532543828328,0.04029914332020719,24.148236766483937,0.07444063464573528,0.02166506618184044,3.435975409488067,1.9433179932680622,0.11595216999298617,16.759651789057603,0.1022996131230883,0.025688799436050732,3.982265242786112
Aboye,715at7898,Complete,271684,778,26170,+,5242.0,3523,1276,546,24974,23012,20040,1962,1661.1084,-1.0,0.5113610415253497,0.006292470460811566,0.17752505811728728,0.01208560383450902,0.35642597218903904,0.009207872834116124,0.5908030429798508,0.013239542448206715,0.24103578082816832,0.019211704980835284,0.43440969188189177,0.012541152280066876,0.47412730060818475,0.0062256044601834756,0.11272405634484363,0.012902984594806526,0.3130022529652246,0.009392270836311589,0.5728013252939683,0.013869308389533786,0.2203256754966926,0.019642250930546435,0.40911219407044097,0.013190873291439264,-0.08405599966517392,0.01285466908133739,36.139435198894034,0.43722219897040976,0.012098202325635403,-0.01405327920311391,0.011276455391799065,-1.246249704790596,2.4767225578711556,0.4801440090251298,5.158291077920184,14.27175344511574,2.738466451784737,5.2115860085904755,4.011153350078065,0.7793685913708819,5.146670515708861,0.25543989363427055,0.021386323468946217,11.944076970741573,0.2012006680286669,0.01891470437051651,10.63726210504725,0.6055501507928788,0.03341026388785783,18.124674286483312,-0.04826358779690616,0.012989674887013594,-3.715534700961423,0.8597283956606371,0.05701358056973942,15.079361567355189,-0.19882480640838282,0.01476646781886355,-13.46461515694311
Aboye,832at7898,Complete,291404,1277,29840,+,4336.8,2216,1229,573,24007,22918,18091,1089,2589.0623,-1.0,0.48762556844649585,0.005878882388270039,0.22036741984066388,0.011997512725511883,0.5004534700109688,0.0059736294095506706,0.6955945416623264,0.010273638604609368,0.5451414829553907,0.024312759540379498,0.701702887403575,0.01011400052957604,0.4466505810148205,0.005704852426352313,0.13312437752804712,0.013230272410732748,0.4554143697597072,0.006084890288624106,0.6715485177342176,0.011049080971972764,0.5448248262851009,0.024170430445969334,0.6783796833875895,0.010962177681202454,-0.20171180754534004,0.010497795710189387,45.08639682518314,0.4739189041833228,0.010511350153370739,-0.19695658680203515,0.010405897495583611,-18.92740024448885,0.4890404224615043,0.06686588338435343,7.3137510148552,5.0977881824957585,0.5020026312877478,10.15490331080298,0.5168810161911861,0.08040445134461395,6.4285124461061365,0.5097728018886604,0.03229082754672566,15.786922808063869,0.5046361271437273,0.03212768245152564,15.707206017898242,1.23372772315689,0.06360576091786167,19.396477698774554,0.7451499118165785,0.10123190583370961,7.360820738084416,6.791119194591416,0.6579788399987626,10.32118174895136,0.6830099941211053,0.10996803811118346,6.210986445266454
Aboye,892at7898,Complete,286239,1054,30424,+,3754.1,1906,1540,416,30384,27433,22587,2951,2269.9004,-1.0,0.4256972997710937,0.007299090566571322,0.15186419412161067,0.007087170352309844,0.2896683578296509,0.007424770198092194,0.591803452105996,0.011109480904035463,0.13729333541326136,0.01024739091913729,0.43495748170304377,0.010267784101455344,0.3898221124852573,0.007049380467766444,0.07695946303961179,0.007911676793586436,0.2528095287513657,0.00721196629002912,0.5692700222240658,0.011763730068934929,0.13027748634275169,0.010284187406565783,0.40883648603064393,0.010870370486579472,-0.14731224236454532,0.010305217022332131,40.497110508983596,0.37556317170749476,0.00927382637890134,-0.07193460191738126,0.009048551553075565,-7.949847165641774,0.35365985428500857,0.033899626884796766,10.432558903579473,2.1401386723573723,0.1566676633606307,13.660372705189472,0.6082450913805878,0.05283353365600606,11.512481738223526,0.3195112540721971,0.019029061181443273,16.790699815699657,0.24598004212050417,0.016053405681044273,15.322607987846178,0.7549415907071639,0.036686758515747,20.578040177169687,-0.02858630834546484,0.0083259593995498,-3.4333951168450993,0.575271778855232,0.03016679932470703,19.069698865403872,-0.131307523161543,0.011727135260625477,-11.196896790507353
