CHROM,START,END,Li_Mu_fst_wc,Li_Fa_fst_wc,Li_Ga_fst_wc,Mu_Fa_fst_wc,Mu_Ga_fst_wc,Fa_Ga_fst_wc,Li_Mu_fst_hudson,Li_Fa_fst_hudson,Li_Ga_fst_hudson,Mu_Fa_fst_hudson,Mu_Ga_fst_hudson,Fa_Ga_fst_hudson,f3_Li_Mu_Fa_snp,f3_Li_Mu_Ga_snp,f3_Li_Fa_Ga_snp,f3_Mu_Li_Fa_snp,f3_Mu_Li_Ga_snp,f3_Mu_Fa_Ga_snp,f3_Fa_Li_Mu_snp,f3_Fa_Li_Ga_snp,f3_Fa_Mu_Ga_snp,f3_Ga_Li_Mu_snp,f3_Ga_Li_Fa_snp,f3_Ga_Mu_Fa_snp
167,1001,51000,-0.009226211725475934,0.46349718913121374,0.5087501269707636,0.4005239404982181,0.45488459944431636,0.003386285126375919,-0.003213199179507807,0.4658752572144568,0.5075602998819845,0.4047933115397603,0.4503345364870207,0.007024600271662127,0.05791788070568099,0.055701548035981915,0.9818933649891812,-0.05364739800368273,-0.05160923362905158,0.699228732229754,0.7640380576506381,-0.047724751915889534,-0.050353374231170936,0.9559340185885953,0.060094162636098014,0.06278820909352612
167,51000,101000,0.017241884767752076,0.33112542083312446,0.39685849319061,0.323144179585909,0.37580697054895734,0.021192257241278663,0.018996335229959884,0.338164803057933,0.4031007247972685,0.3157871588282048,0.3677456437816519,0.006727355936143821,0.012135264545631,0.027813267755113627,0.621161756978733,0.007185622395580976,-0.00686597538521178,0.512672164211652,0.4512757641293006,-0.06370395836164942,-0.05042228986944064,0.5948300221393671,0.07320554649265981,0.05937900547657953
168,1001,51000,0.020681657942627215,0.3563157939709974,0.39552756792192845,0.32362339839209664,0.36492127812877917,0.017979416529547695,0.012100148936529906,0.35500241147746947,0.393451365765178,0.32179234464907697,0.3598513243378298,0.014401700226975938,0.030987629880072823,0.03185077750178659,0.6265757287049317,-0.015883787661406055,-0.01664634146341467,0.5095301291248228,0.48192243376543753,-0.026717647493930748,-0.025980508055930673,0.5910893924302835,0.04395766932270961,0.043163595617530415
169,1001,51000,0.13889520286155135,0.7932335125169337,0.9077941140403691,0.4900716565499954,0.6603369565519747,0.011350978876935832,0.09636643310471589,0.795163613110127,0.9089288017529474,0.47703249651869645,0.6342206081937968,0.018617100857137477,2.7568137797454333,3.0928956834532437,11.313890426120631,-0.36480482362291794,-0.41678379287155515,0.906667481812078,1.7384721460983306,-0.33099140897850987,-0.24971257042343023,6.146305010326237,0.9082626727336883,0.6941266349883266
171,1001,51000,-0.03209915636916954,0.598092513611093,0.609624263765076,0.5306915941540397,0.5439009573542408,0.030703961666494802,-0.05075434838473319,0.6025865657638807,0.6131901320273728,0.5074121430508708,0.5203747951650316,0.04822802578413544,0.08114183959951897,0.08118960657466709,1.0101802611446973,-0.11475044313835381,-0.1143892853811003,0.6650934089000864,2.660448651700936,-0.021017696757902767,-0.021440005753310773,2.7626187452847044,0.07145331477329475,0.07187450190736268
171,51000,101000,-0.007049463203497978,0.8117098830110386,0.8025344115602647,0.6935379563315699,0.6838211226331314,0.01540712568023513,-0.031275460824229065,0.80863636210549,0.7988788533755166,0.6711425711425681,0.6616163767198271,0.008385047281323851,0.3838854499425485,0.3795700545461417,3.0174648669806343,-0.24411776691116568,-0.24164180929095366,1.269374083129585,6.088738567073156,0.032499999999999904,0.022576219512195062,5.110178540735643,-0.01968030250945339,-0.011288243382605699
172,1001,51000,-0.03150401940499704,0.2888435813123222,0.4060182392595362,0.2328607374229063,0.35521071051687303,0.015280795286441304,-0.017593422613388438,0.2973185241925178,0.4120045746630071,0.23914522737473085,0.3537825618437327,0.02106185707621009,0.034588226506179716,0.03983601707203513,0.5148430840390575,-0.04657439103997368,-0.05139435012567271,0.37016677332140924,0.3858467527896746,-0.09002985119837621,-0.0846193485385252,0.7419746903068589,0.1403723830511877,0.13341435069247415
172,51000,101000,0.008662475866647555,0.39738964981048525,0.4440518032056349,0.4077218404984878,0.4618297179809008,0.0015373771548460773,0.011698747956649838,0.3977339556500975,0.44464895431769486,0.4074023521297151,0.4597248936294212,-0.002648719889029763,-0.004253595956978133,-0.013787978394232668,0.7366995025237347,0.016332815609377292,0.02609401543464546,0.7846739552492399,0.639433352717885,-0.04565546308120794,-0.054470999161302144,0.8331294468557443,0.048791669144024045,0.05875609429811572
173,1001,51000,0.01067541375255148,0.29612749256132315,0.25295646389501913,0.22915990417293233,0.19262361055065633,0.023930951817439306,0.007368302679634545,0.29741148058446687,0.25191419986750946,0.22377669076278445,0.1855508962807665,0.02310585610867317,0.0587445810825233,0.049858465634122925,0.35502607626732724,-0.04501352395672338,-0.0371459621329212,0.22517484544049524,0.38161290322581165,0.05229626485568822,0.04241935483871016,0.2913800865036659,-0.026046870862388685,-0.016803777915085298
174,1001,51000,0.003769792311433627,0.0915875679281771,0.05698964923345694,0.08283087413581765,0.05258662917457067,0.011632309919903817,0.009285340825725191,0.0980967946317254,0.06121796402073814,0.08458568088977948,0.0520613214313922,0.01383077785756157,0.01100328890651414,0.008907742508362454,0.07994359719300716,-0.0011260430547623444,0.0008020218605241589,0.06423244257249848,0.0984335423645729,0.028427822943051195,0.02629989173952145,0.05570960371406043,-0.01354972766548815,-0.011506588421860803
176,1001,51000,-0.011345162293001787,0.8553398800464247,0.8731975139643036,0.7221563114842308,0.7445537843745487,0.011891436258904882,-0.02565952622926536,0.8574828200855696,0.8736037624926528,0.7069853970591156,0.7257669431549001,0.010774410774410773,0.6268675027262814,0.6326421074154851,5.093947655398041,-0.27945281185473114,-0.2821374347139561,1.5756300862383077,6.346767537826698,-0.09270976616231104,-0.08428718805266272,8.926694630872495,0.13954362416107402,0.12803691275167803
178,1001,51000,-0.00026956200537733626,0.5012572975351591,0.38980349212168847,0.5225052755260147,0.41920786760506196,0.0067190675556331,0.01690781906412145,0.5095303503626453,0.39678579349238313,0.5330937168207519,0.4304974797975436,0.009749618925940196,-0.00872515438959201,-0.02706470972614261,0.9423011413849797,0.02859033430367292,0.049752702427085314,1.14618693564237,0.9926388695280207,0.13913943192797504,0.1234376577243478,0.5742818152914544,-0.09830437981300703,-0.08622800758620461
179,1001,51000,0.036066177672970226,0.7225517091537934,0.7561881050064246,0.6031257778461623,0.647152409024584,0.026731848613897737,0.049658590504715557,0.7294393908582197,0.7577927462989816,0.6022339412269523,0.6359252128524359,0.05500221977725011,0.33394408123302244,0.330457962226011,2.2892176741835577,-0.1781103249931675,-0.17618518150421175,1.1091812743806995,2.7549268802228326,-0.048931170814987705,-0.055467135411986584,3.799808374733846,0.13182576295244838,0.12825807310149026
179,51000,101000,-0.0031937869624233065,0.7407809018238009,0.754347005957142,0.6329543551091747,0.650253459529893,0.015626860281779394,-0.012272200152196155,0.7443690711888614,0.7549427010148333,0.6197966527730727,0.6314955616773811,0.023144761720744648,0.2934235762177237,0.2959138082708549,2.3669651207024938,-0.20083539795602331,-0.20245722359863705,1.147988347785691,3.3241067430822864,-0.022940359989254012,-0.018920703859586243,3.7587476408065887,0.05043458825866686,0.04597571272474415
180,1001,51000,-0.0036262927418183035,0.3223106688591623,0.2619350762266897,0.30446404359984997,0.25876681837779314,-0.021469951694167003,0.003247735867771185,0.31512615990926635,0.2821594544588224,0.301546432265386,0.28937168768721855,-0.008524251803127287,0.016196122572753286,-0.007689836658751519,0.48505986095263887,-0.012731432219621234,0.010816131091721639,0.47303740748622725,0.39853692606689156,0.029182862310038818,0.010366358949442671,0.36312049650901373,-0.03882023209923499,-0.019336222461973775
181,1001,51000,-0.02000293905582517,0.3639171687695882,0.4531968257364305,0.4178177758417072,0.5054919719130802,0.04261425147203082,-0.010242750333634441,0.3620484137964041,0.44916276019737644,0.412863493457316,0.49506494187931377,0.027163431782508223,-0.04340004972650465,-0.0398219791148686,0.5869490303331739,0.03930184958587438,0.034658272316406565,0.7644391376712968,0.6733280721552445,-0.0869302932026604,-0.08256813267996534,1.070102814423556,0.13951462690219366,0.13408401503613518
181,51000,101000,0.05322366759968001,0.367864170041042,0.36656751925711556,0.3357077132339965,0.3239035135767859,0.013675162812909725,0.05856484400173715,0.36670222486841475,0.3683086169565444,0.32617212936698214,0.3169342003036264,-0.0007515030060120611,0.06024534663757092,0.07295529673054152,0.5706332963173456,0.006163694851423015,-0.005446171465067798,0.4301702909323179,0.5239999389225324,-0.009863186461270289,0.0026733362166302993,0.5101949717637263,0.008968636107977431,-0.003376771473065789
182,1001,51000,-0.005122139322408578,0.11707811481242066,0.06944669396483608,0.10485102576567401,0.06024314463761895,0.0368054747171568,9.655263335687386e-05,0.11700525227011863,0.0677612502526792,0.10043486289499509,0.054531626691071464,0.028716619622169388,0.009819692218071045,0.007356549837721438,0.08426258480756589,-0.00970866435308195,-0.0072491684871386205,0.06708351647390455,0.13027489801799771,0.045826687733838516,0.043032492633943376,0.06675022111441725,-0.013923775830184264,-0.01133995336495951
182,51000,101000,-0.005965382402667127,0.12097984161695534,0.11847775416564325,0.12290443791553486,0.11512756426700235,-0.0013921872747937954,-0.0069805466331236,0.11858099799043481,0.11920828427896428,0.11983738916473148,0.11698385429448985,-0.00024268442959404478,-0.0042464088877316826,-0.002096928839560841,0.12926153007421043,-0.0026860204383203612,-0.004834748669394348,0.12862649362692086,0.14704299204545923,-0.0018899223305083614,0.000507900079575675,0.14253738565287496,0.0015799767740358325,-0.000726575392702162
183,1001,51000,-0.01247567023138304,0.36298252367975165,0.5673688283355358,0.46005936044857576,0.664360104449294,0.06907796009206305,-0.008099670750872964,0.3596594392218441,0.5730785342887532,0.46181238558286236,0.6723080343248413,0.0707501617901149,-0.104313816333905,-0.14159848246442341,0.8810226464794901,0.14936837180286938,0.20757018091079285,1.718844354335623,0.5619487579627838,-0.16733730891461637,-0.19249773812944854,1.643945379882703,0.382716247556255,0.4250906222447979
184,1001,51000,-0.025190811233704084,0.8446581128394037,0.6298355424425828,0.7114028819139212,0.45217040062129465,0.08927733552998673,-0.03278623828671401,0.8495388894223782,0.6291921121763171,0.7007533726016243,0.44984470540578325,0.08402141679622133,0.5844524098482484,0.45903269735542535,3.742409424891587,-0.274025918818471,-0.22058004591056035,1.1388471044768809,5.908410410841025,1.3957635378576054,1.216776961443313,1.0082690703252624,-0.34224469576704286,-0.2908198530689823
185,1001,51000,0.010029470503283754,0.08999118471252343,0.06813151689201585,0.04217409537376728,0.022682422829773626,0.006772492820300334,0.007092225691089893,0.08757381895639772,0.0660562904151677,0.03642736480648505,0.01784337575416501,0.0018491446859837844,0.032760175445218205,0.03071575205827361,0.08533773474020233,-0.02294467709940501,-0.021087447652634022,0.02667594225258976,0.06235552532200901,0.012758655765636485,0.010830133380802963,0.03964099069379856,-0.010614452392527382,-0.008733462393221847
187,1001,51000,0.009151789102238204,0.12911394703282272,0.18642023658923954,0.10208696311643257,0.17207110286389518,0.04174147157766728,0.01795975556676704,0.13689583635736216,0.18664345731412543,0.10777175170670338,0.16467260291048613,0.03902993487902931,0.027535445946719354,0.023956287305250106,0.16219440683460923,-0.009358160850078139,-0.005757415520975015,0.12971370297628063,0.13482492814214944,-0.009777279085138204,-0.013739067615549076,0.22834953744447606,0.055342285122747095,0.05982166030733672
188,1001,51000,0.02760638569308734,0.3621550933845186,0.3953359704713739,0.38522578013500763,0.41791994349410905,0.005546914516531189,0.026784330730295975,0.36221040595894993,0.39541159602356374,0.3785440020340989,0.4093276100630047,0.0018742537400535469,-0.009269449715370092,-0.007945920303605393,0.556373814041751,0.03620798985415366,0.0349179613189602,0.5862437909532896,0.6214155134332484,-0.029550332555498778,-0.028027159738947125,0.7538815816747245,0.034702025343276814,0.03301529486547633
